Запись,Компания,Компания_ИНН,Год,Бассейн,Объект_лова,Тип_квоты,Доля_процент,Объем_тонн,Дата_начала_договора,Дата_окончания_договора,Причина_изменения,Группа_компаний
"ОАО ""РК ""ПРИМОРЕЦ"" — Кукумария (639) — 2026","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2026,Дальневосточный,Кукумария (639),Промышленная,2.284,8.973,30.08.2018,29.08.2033,Биология/ОДУ,
"ОАО ""РК ""Приморец"" — Минтай — 2023","ОАО ""РК ""Приморец""",2503029553,2023,Дальневосточный,Минтай,Промышленная,0.961,2813.911,30.08.2018,29.08.2033,,
"ОАО ""РК ""Приморец"" — Минтай — 2023","ОАО ""РК ""Приморец""",2503029553,2023,Дальневосточный,Минтай,Промышленная,0.533,1193.275,31.08.2018,30.08.2033,,
"ОАО ""РК ""Приморец"" — Минтай — 2023","ОАО ""РК ""Приморец""",2503029553,2023,Дальневосточный,Минтай,Промышленная,0.458,110.307,31.08.2018,30.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2023","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2023,Дальневосточный,Минтай,Промышленная,0.458,110.307,31.08.2018,30.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2024","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2024,Дальневосточный,Минтай,Промышленная,0.458,100.572,31.08.2018,30.08.2033,Биология/ОДУ,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2024","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2024,Дальневосточный,Минтай,Промышленная,0.961,2918.863,30.08.2018,29.08.2033,Биология/ОДУ,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2025","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2025,Дальневосточный,Минтай,Промышленная,0.961,2962.612,30.08.2018,29.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2025","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2025,Дальневосточный,Минтай,Промышленная,0.458,75.166,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2026","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2026,Дальневосточный,Минтай,Промышленная,0.961,2900.243,30.08.2018,29.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Минтай — 2026","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2026,Дальневосточный,Минтай,Промышленная,0.458,69.941,31.08.2018,30.08.2033,Биология/ОДУ,
ОАО «РК «ПРИМОРЕЦ» — Минтай — 2026,ОАО «РК «ПРИМОРЕЦ»,2503029553,2026,Дальневосточный,Минтай,Промышленная,,0.961,nan,nan,Биология/ОДУ,
"ОАО ""РК ""Приморец"" — Сельдь — 2023","ОАО ""РК ""Приморец""",2503029553,2023,Дальневосточный,Сельдь,Промышленная,1.441,3852.699,30.08.2018,29.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Сельдь — 2024","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2024,Дальневосточный,Сельдь,Промышленная,1.441,4061.616,30.08.2018,29.08.2033,,
"ОАО ""РК ""ПРИМОРЕЦ"" — Сельдь — 2025","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2025,Дальневосточный,Сельдь,Промышленная,1.441,3813.037,30.08.2018,29.08.2033,Регулятор/Инвестквоты,
"ОАО ""РК ""ПРИМОРЕЦ"" — Сельдь — 2026","ОАО ""РК ""ПРИМОРЕЦ""",2503029553,2026,Дальневосточный,Сельдь,Промышленная,1.441,4609.663,30.08.2018,29.08.2033,,
ОАО «РК «ПРИМОРЕЦ» — Сельдь — 2026,ОАО «РК «ПРИМОРЕЦ»,2503029553,2026,Дальневосточный,Сельдь,Промышленная,,1.441,nan,nan,Регулятор/Инвестквоты,
"ЗАО ""Альбакор Прим"" — Краб — 2023","ЗАО ""Альбакор Прим""",2503030527,2023,Дальневосточный,Краб,Промышленная,4.474,137.121,04.09.2018,03.09.2033,,
"ЗАО ""Альбакор Прим"" — Краб — 2023","ЗАО ""Альбакор Прим""",2503030527,2023,Дальневосточный,Краб,Промышленная,4.474,137.121,04.09.2018,03.09.2033,,
"ЗАО ""АЛЬБАКОР ПРИМ"" — Краб — 2024","ЗАО ""АЛЬБАКОР ПРИМ""",2503030527,2024,Дальневосточный,Краб,Промышленная,4.474,131.976,04.09.2018,03.09.2033,Биология/ОДУ,
"ЗАО ""АЛЬБАКОР ПРИМ"" — Краб — 2025","ЗАО ""АЛЬБАКОР ПРИМ""",2503030527,2025,Дальневосточный,Краб,Промышленная,4.474,136.677,04.09.2018,03.09.2033,,
"ЗАО ""АЛЬБАКОР ПРИМ"" — Краб — 2026","ЗАО ""АЛЬБАКОР ПРИМ""",2503030527,2026,Дальневосточный,Краб,Промышленная,4.474,157.481,04.09.2018,03.09.2033,,
ЗАО «АЛЬБАКОР ПРИМ» — Краб — 2026,ЗАО «АЛЬБАКОР ПРИМ»,2503030527,2026,Дальневосточный,Краб,Промышленная,,4.474,nan,nan,Регулятор/Инвестквоты,
"ООО ""РК ""Примрыбфлот"" — Кукумария — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Кукумария,Промышленная,27.98,403.806,29.08.2018,28.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Кукумария (639) — 2023","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2023,Дальневосточный,Кукумария (639),Промышленная,27.98,403.806,29.08.2018,28.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Кукумария (639) — 2024","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Кукумария (639),Промышленная,27.98,110.185,29.08.2018,28.08.2033,Регулятор/Инвестквоты,
"ООО ""РК ""Примрыбфлот"" — Минтай — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Минтай,Промышленная,39.391,11384.532,05.09.2018,04.09.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Минтай — 2023","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2023,Дальневосточный,Минтай,Промышленная,39.391,11384.532,05.09.2018,04.09.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Минтай — 2024","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Минтай,Промышленная,39.391,10379.83,05.09.2018,04.09.2033,Биология/ОДУ,
"ООО ""РК ""Примрыбфлот"" — Спизула — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Спизула,Промышленная,6.252,37.444,29.08.2018,28.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Спизула (825) — 2024","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Спизула (825),Промышленная,6.252,37.44,29.08.2018,28.08.2033,,
"ООО ""РК ""Примрыбфлот"" — Треска — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Треска,Промышленная,20.416,446.409,30.08.2018,29.08.2033,,
"ООО ""РК ""Примрыбфлот"" — Треска — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Треска,Промышленная,20.416,446.409,30.08.2018,29.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Треска — 2024","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Треска,Промышленная,20.416,300.825,30.08.2018,29.08.2033,Биология/ОДУ,
"ООО ""РК ""Примрыбфлот"" — Трубачи — 2023","ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Трубачи,Промышленная,0.788,1.574,29.08.2018,28.08.2033,,
ООО «РК «ПРИМРЫБФЛОТ» — Трубачи — 2026,ООО «РК «ПРИМРЫБФЛОТ»,2503032475,2026,Дальневосточный,Трубачи,Промышленная,,0.788,nan,nan,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Трубачи (927) — 2024","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Трубачи (927),Промышленная,0.788,1.51,29.08.2018,28.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Трубачи (927) — 2025","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2025,Дальневосточный,Трубачи (927),Промышленная,0.788,1.563,29.08.2018,28.08.2033,,
"ООО ""РК ""ПРИМРЫБФЛОТ"" — Трубачи (927) — 2026","ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2026,Дальневосточный,Трубачи (927),Промышленная,0.788,1.576,29.08.2018,28.08.2033,,
"ООО ""Наутилус"" — Ламинарии — 2023","ООО ""Наутилус""",2503037829,2023,Дальневосточный,Ламинарии,Промышленная,1.178,23.545,12.05.2022,11.05.2037,,
ООО «НАУТИЛУС» — Ламинарии — 2026,ООО «НАУТИЛУС»,2503037829,2026,Дальневосточный,Ламинарии,Промышленная,,1.178,nan,nan,,
"ООО ""НАУТИЛУС"" — Ламинарии (949) — 2024","ООО ""НАУТИЛУС""",2503037829,2024,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.655,12.05.2022,11.05.2037,,
"ООО ""НАУТИЛУС"" — Ламинарии (949) — 2025","ООО ""НАУТИЛУС""",2503037829,2025,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.061,12.05.2022,11.05.2037,,
"ООО ""НАУТИЛУС"" — Ламинарии (949) — 2026","ООО ""НАУТИЛУС""",2503037829,2026,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.646,12.05.2022,11.05.2037,,
"ООО ""Морской Бриз"" — Креветка — 2023","ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,36.024,395.111,29.08.2018,28.08.2033,,
"ООО ""Морской Бриз"" — Креветка — 2023","ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,2.819,4.651,13.04.2022,12.04.2037,,
"ООО ""Морской Бриз"" — Креветка — 2023","ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,6.448,268.508,29.08.2018,28.08.2033,,
"ООО ""Морской Бриз"" — Креветка — 2023","ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,6.448,65.492,29.08.2018,28.08.2033,,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2024","ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,36.024,313.012,29.08.2018,28.08.2033,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2024","ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,2.819,5.666,13.04.2022,12.04.2037,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2024","ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,6.448,250.718,29.08.2018,28.08.2033,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2024","ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,6.448,65.112,29.08.2018,28.08.2033,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2025","ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,36.024,254.257,29.08.2018,28.08.2033,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2025","ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,2.819,6.709,13.04.2022,12.04.2037,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2025","ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,6.448,78.967,29.08.2018,28.08.2033,Биология/ОДУ,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2026","ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,36.024,265.682,29.08.2018,28.08.2033,Регулятор/Инвестквоты,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2026","ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,2.819,7.048,13.04.2022,12.04.2037,Регулятор/Инвестквоты,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2026","ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,6.448,226.701,29.08.2018,28.08.2033,Регулятор/Инвестквоты,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2026","ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,36.024,82.107,29.08.2018,28.08.2033,Регулятор/Инвестквоты,
"ООО ""МОРСКОЙ БРИЗ"" — Креветка — 2026","ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,6.448,79.217,29.08.2018,28.08.2033,Регулятор/Инвестквоты,
ООО «МОРСКОЙ БРИЗ» — Креветка — 2026,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,36.024,nan,nan,Регулятор/Инвестквоты,
ООО «МОРСКОЙ БРИЗ» — Креветка — 2026,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,6.448,nan,nan,Регулятор/Инвестквоты,
