ИНН,Юр_Лицо,Группа_Компаний,Исключить,Комментарий,Директор_ListOrg
5191204516,"ООО ""Арктиксервис""",СЗРК,,,ЖУРАВЛЕВ ВЛАДИМИР ЮРЬЕВИЧ
5191308586,ООО «ПЕРСЕЙ»,,,,
5191309710,ООО «АРКТИКПАК»,,,,
5191309942,ООО «РОБИНЗОН»,,,,
5191311892,ООО «СЕВРОС»,,,,
5191312712,ООО «БИОС-АРКТИК»,,,,
5191315872,ООО «НОРД ПИЛИГРИМ»,,,,
5191324764,ООО «АРГО-М»,,,,
5191324796,ООО «МУРМАНФИШПРОДАКТС»,,,,
5191402420,"ООО КОМПАНИЯ ""АНДРОМЕДА""",,,,
5191407587,АО «ТАУРУС»,,,,
5191407604,"ООО ""Стрелец""",ГК Норебо,,,СТАРКОВ ДЕНИС АЛЕКСЕЕВИЧ
5191431188,АО «МУРМАНСКИЙ ГУБЕРНСКИЙ ФЛОТ» ИЛИ АО «МГФ»,,,,
5192910754,ООО «СММ»,,,,
5193103376,АО «МОРСКОЕ СОДРУЖЕСТВО»,,,,
5193104122,АО «МУРМАНРЫБФЛОТ 2»,,,,
5193104130,АО «МУРМАНСЕЛЬДЬ 2»,,,,
5193400971,ООО «НОРД-КАП»,,,,
5193404006,"ООО ""АРКТИКФЛОТ""",,,,
5193410419,"ООО ""СААМИ""",,,,
5193410761,"АО ""Мурман СиФуд""",МурманСиФуд,,,ХИЖНЯКОВ ВЛАДИМИР АЛЕКСЕЕВИЧ
5193410948,"ООО ""КОМПАНИЯ ЛКТ""",,,,
6500000747,"ООО РПП ""Макаровское II""",ГК Гидрострой,,,
6500001370,"ООО ""ПБТФ Плюс""",ГК Гидрострой,,,
6500001444,"ООО ""ГАММА""",,,,
6500004124,"ООО ""Треска""",ГК Норебо,,,
6500008016,"ООО ""Остров 21""",ГК Гидрострой,,,
6500010216,"ООО ""ВАЕР ПЛЮС""",ГК Гидрострой,,,
6500010417,"ООО ""МОРСКОЙ ЁЖ""",ГК Гидрострой,,,ВОЛКОВ ЛЕВ ГЕННАДЬЕВИЧ
6500010537,"ООО ""МИНТАЙ ПРИБОЯ""",ГК Гидрострой,,,
6500010544,"ООО ""КАМБАЛЫ ПРИБОЯ""",ГК Гидрострой,,,ШЕВЦОВА ЕЛЕНА АЛЕКСАНДРОВНА
6500010784,"ООО ""ОПЛОТ ПЛЮС""",ГК Гидрострой,,,КАСЬЯНОВ РОМАН АЛЕКСАНДРОВИЧ
6500010791,"ООО ""Приморский ёж""",ГК Гидрострой,,морской еж,АНДРЕЕВА ВЕРОНИКА ВАЛЕРЬЕВНА
6500011562,"ООО ""Камминт""",ГК Гидрострой,,,
6500012189,"ООО ""СИАМ ПЛЮС""",,,,
6500012301,"ООО ""ЗЮЙД ПЛЮС""",ГК Гидрострой,,,
6500016426,"ООО ""форевер-1""",ГК Гидрострой,,,
6500019120,"ООО ""КУРМИНТ""",Сигма-Марин,,,
6500020084,"ООО ""МИНТАЙ ЮК""",ГК Гидрострой,,,
6500021539,"ООО ""ФЕНИКС-2""",,,,
6500025244,"ООО ""МСК 65""",,,,
6500025710,ООО«САКАНА»,,,,
6500026625,"ООО ""СЕВКУРМИНТ""",,,,
6501007569,"ООО ""Атика""",,,,
6501012632,"ЗАО ""Пиленга""",ГК Гидрострой,,рыбодобыча,ГОРШЕЧНИКОВ АНДРЕЙ ОЛЕГОВИЧ
6501059302,"ООО ""Миккор""",,,,
6501074974,"ЗАО ""Остров Сахалин""",ГК Гидрострой,,крупный держатель квот,ГОРШЕЧНИКОВ АНДРЕЙ ОЛЕГОВИЧ
6501078432,"ООО ""ПО Сахалинрыбаксоюз""",ГК Гидрострой,,производственное объединение,ПЕРОВ ВЛАДИМИР ГЕННАДЬЕВИЧ
6501094508,"ООО Сахалинская рыболовная компания ""Триера""",,,,
6501142705,"ООО ""Грань""",,,,
6501189171,"ООО ""Альбатрос Ко.""",,,,
6501189365,"ООО ""ФОРЕВЕР""",,,,
6501210218,"ООО ""Парус""",,,,
6501218506,"ЗАО ""Пеленг""",,,,
6501221019,"ООО ""Приморская рыболовная компания""",,,,
6501231095,"ООО ""КУК""",,,,
6501237280,"ООО ""ЛИТОРАЛЬ""",ГК Гидрострой,,,ГАЛИЕВА АЛИНА АНАТОЛЬЕВНА
6501237700,"ООО ""РОСРЫБФЛОТ""",Сигма-Марин,,,РУДЕНКО ОЛЕГ ГЕННАДЬЕВИЧ
6501239224,"ООО ""Амарамба""",,,,
6501243982,"ООО ""ДАЛЬКРЕВЕТКА""",ГК Гидрострой,,,МАЛЬЧЕВСКИЙ АЛЕКСАНДР СТАНИСЛАВОВИЧ
6501246542,"ООО ""ПАЛАДИН""",,,,ЕРМАКОВА АННА МИХАЙЛОВНА
6501249293,"ООО ""ДИОНИС""",ГК Гидрострой,,,ШАМИНА ОКСАНА АНАТОЛЬЕВНА
6501249938,"АО ""САХАЛИНЛИЗИНГФЛОТ""",,,,ШУСТОВА ЛЮБОВЬ ЮРЬЕВНА
6501255032,"ООО ""АКВАМАРИН""",,,,
6501259414,"ООО ""ПРОМФЛОТ""",,,,НЕСМАШНОВ СЕРГЕЙ ВИКТОРОВИЧ
6501264076,"ООО ""СОЮЗВОСТОК""",,,,ВОЙТЕНКО МАКСИМ СЕРГЕЕВИЧ
6501266147,"ООО ""МОНЕРОН""",,,,
6501268232,"ООО ""РУСКОР""",,,,РЮМИН ИГОРЬ НИКОЛАЕВИЧ
6501269349,"ООО ""ЛАГУНА""",ГК Гидрострой,,,ГАЛИЕВА АЛИНА АНАТОЛЬЕВНА
6501274927,"ООО  ""ФЕНИКС""",,,,КОВЕЦКИЙ РУСЛАН ВАЛЕРЬЕВИЧ
6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",ГК Норебо,,,ЗАЙЦЕВ МИХАИЛ АЛЕКСЕЕВИЧ
6501292130,"ООО ""ПРОЛИВ-ПАЛТУС""",ГК УТРФ,,,ЗАКШЕВСКИЙ АНАТОЛИЙ ИВАНОВИЧ
6501292475,"ООО ""МЕРКУРИЙ""",Сигма-Марин,,,ШЕВЦОВА ЛИЛИЯ ЮРЬЕВНА
6501303977,"ООО ""САХРЫБПРОМ""",,,,ФИЛИППОВ ВАСИЛИЙ АЛЕКСЕЕВИЧ
6501305910,"АО ""ДОЛИНСК""",ГК Гидрострой,,,КОЛЮКА ВЯЧЕСЛАВ АЛЕКСАНДРОВИЧ
6501306833,"ООО ""МОЕ МОРЕ""",ГК Гидрострой,,,ДЯДИНКИН ДЕНИС ЮРЬЕВИЧ
6501307192,"ООО ""БРИГ""",,,,ДЕГТЯРЕВА ЮЛИЯ АНАТОЛЬЕВНА
6501308252,"ООО ""Добрыбфлот""",,,,
6501308527,"ООО ""ТЕРПУГ""",ГК РРПК,,,БАЛЯЕВ СЕРГЕЙ НИКОЛАЕВИЧ
6501312153,"ООО ""ПАЛТУСЫ ВОСТОКА""",ГК Гидрострой,,,КОЛЮКА ВЯЧЕСЛАВ АЛЕКСАНДРОВИЧ
6503006698,"ООО  ""МИРАЖ""",,,,ЧА ЮЛИЯ ТЭКЮЕВНА
6503007740,"ООО ""РЫБАК""",,,,СЛУЦКИЙ АЛЬБЕРТ ВАЛЕНТИНОВИЧ
6503007973,"ООО ""ТАЙРА-ДОЛИНСК""",,,,ГВАН ХАН ХО
6503008198,"ООО  ""АВГУСТ""",,,,САФРОНОВА ЕЛЕНА ЕНИВНА
6503008455,"ООО  ""ЯНТАРНОЕ""",,,,ИЛЬИНА МАРИНА АНДРЕЕВНА
6503008575,"ООО ""ФОРТУНА""",,,,ЕЛИСЕЕВ СЕРГЕЙ СЕРГЕЕВИЧ
6503010415,"ООО ""АНТЕЙ""",ГК Гидрострой,,,КУЗНЕЦОВ ЮРИЙ АНАТОЛЬЕВИЧ
6503010461,"ООО  ""НОВИКОВ И КО""",,,,ПРОСКУРЯКОВ КИРИЛЛ АЛЕКСАНДРОВИЧ
6503010775,"ООО ""МЕРИДИАН""",,,,ШУШПАНОВ АЛЕКСАНДР ИВАНОВИЧ
6503013060,"ООО ""Фирма Катамаран""",,,,
6504006429,"ООО ""РК им. Кирова""",ГК Гидрострой,,рыболовецкий колхоз им. Кирова,ГОЛОВЧУК ВЯЧЕСЛАВ МИХАЙЛОВИЧ
6504015230,"ООО ""НАВИ-ПЛЮС""",ГК Гидрострой,,,КОЛЮКА ВЯЧЕСЛАВ АЛЕКСАНДРОВИЧ
6504018696,"ООО ""ПРИБОЙ-ВОСТОК""",ГК Гидрострой,,,КУЗНЕЦОВ ЮРИЙ АНАТОЛЬЕВИЧ
6504021360,"ООО ""САЛМО ПЛЮС""",,,,ПРОСКУРЯКОВ КИРИЛЛ АЛЕКСАНДРОВИЧ
6504025100,"ООО ""ЗАЛОМ""",ГК Гидрострой,,,ДЯДИНКИН ДЕНИС ЮРЬЕВИЧ
6504031898,"ООО ""СИАМ""",,,,РАДЧУК РУСЛАН МИХАЙЛОВИЧ
6504037297,"ООО ""МАРИН-ФИШ""",,,,Медведев Андрей Александрович
6504039544,"ООО ""ДАБЛ""",,,,БУКРЕЕВ ГЕННАДИЙ ГАВРИЛОВИЧ
6504043438,"ООО ""СВОБОДНОЕ 2001""",,,,ОСАДЧИЙ КОНСТАНТИН АНАТОЛЬЕВИЧ
6505001790,"ООО ""ДВ-ФЛОТ""",,,,КИМ ГЕН СУ
6505004791,"ООО ""ОПЛОТ МИРА""",ГК Гидрострой,,,КАСЬЯНОВ РОМАН АЛЕКСАНДРОВИЧ
6505007591,"ООО ""КАНИФ""",,,,УЛЬЯНОВ ЕВГЕНИЙ АЛЕКСАНДРОВИЧ
6505007640,"ООО ""КОМПАНИЯ БАРРАКУДА""",,,,ВИШНЕВСКАЯ НИНА ИВАНОВНА
6505008098,"ООО ""ПРОЛИВ""",ГК РРПК,,,АРЛУКЕВИЧ ОЛЬГА АНАТОЛЬЕВНА
6505009060,"ЗАО НПМЭЦ "" ПОСЕЙДОН """,,,,МЕЛЬНИК ОЛЕГ ВЛАДИМИРОВИЧ
6505009408,"ООО ""ФРЕГАТ""",ГК Гидрострой,,,ДЯДИНКИН ДЕНИС ЮРЬЕВИЧ
6505009528,"ООО ""ДЕЛЬТА""",,,,ДАНИЛОВ СЕРГЕЙ АЛЕКСАНДРОВИЧ
6505010379,"ООО ""РКХ ""САХАЛИН""",ГК РРПК,,,КОБЕЦ АЛЕНА ОЛЕГОВНА
6505999762,"ООО ""КРАБ СТРИГУН""",,,,КИМ АЛЕКСАНДР СУИРОВИЧ
6507000094,"СПК ""РК ""ДРУЖБА""",ГК Гидрострой,,,НОСИКОВ ДМИТРИЙ ВЛАДИМИРОВИЧ
6507005529,"ООО ""Поронай""",ГК Гидрострой,,рыбопромышленная компания,ПЕРОВ ВЛАДИМИР ГЕННАДЬЕВИЧ
6507009273,"ООО ""КРАБ""",ГК Гидрострой,,,КУЧМА АНДРЕЙ ВЛАДИМИРОВИЧ
6507010423,"ООО ""ПОРОНАЙСКИЙ ЗВЕРОСОВХОЗ""",,,,ДРУГОВ МАКСИМ ЛЕОНИДОВИЧ
6507014107,"ООО ""СИФИШ""",ГК Гидрострой,,,САФРОНОВ АНАТОЛИЙ ВАЛЕРЬЕВИЧ
6507014650,"ООО ""ВЛАДИМИРОВО""",,,,КО ВЯЧЕСЛАВ ЧЕХЕНИВИЧ
6508006155,"ООО ""ЗЮЙД-ВЕСТ""",ГК Гидрострой,,,ГЛУХОВ АЛЕКСАНДР ФЕДОРОВИЧ
6509005281,"ООО ""ВОДОЛЕЙ""",,,,ЛИФАНОВ ГЕРМАН ГЕРМАНОВИЧ
6509006140,"АО ""Сахалин Лизинг Флот""",ГК Норебо,,,ЛЫСЕНКО СЕРГЕЙ АЛЕКСЕЕВИЧ
6509006912,"АО ""САХАЛИНСКИЙ РЫБАК""",,,,БАРАНОВ МАКСИМ АЛЕКСАНДРОВИЧ
6509008370,"ООО ""2-ой Рыбозавод""",,,,
6509013155,"ООО ФИРМА ""ПОСЕЙДОН""",,,,БОНДАРЕНКО АНДРЕЙ АЛЕКСЕЕВИЧ
6509017382,"ЗАО ""РК ПРИБОЙ""",,,,КУЛИШ ЮРИЙ БОРИСОВИЧ
6509024929,"ООО ""РАКУШКА""",,,,МИЛОВАНОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ
6509045622,"ООО ""ПРИБОЙ-Т""",ГК Гидрострой,,,
6510010462,"ООО ""РПК РЕЗОН ПЛЮС""",,,,ЛИ ИРИНА ДЕНХОЕВНА
6510900578,"АО ""САМПКОЭР""",,,,АРУТЮНЯН БОРИС АКОПОВИЧ
6510901042,"ООО ""ТАРАНАЙ""",ГК Гидрострой,,,МАТВЕЕВ ДМИТРИЙ ВЛАДИМИРОВИЧ
6510902568,"ООО ""КОМПАС",,,,ВЛАДИМИРОВ ВЛАДИМИР ЮРЬЕВИЧ
6511000178,"ЗАО ""Курильский рыбак""",ГК Гидрострой,,крупное дочернее предприятие на Итурупе,САВИНКИН АЛЕКСАНДР ВЛАДИМИРОВИЧ
6511003122,"ООО ФИРМА ""СКИТ""",,,,КАРТАШОВ ЛЕОНИД ИЛЬИЧ
6512001150,"ООО ""Инма""",,,,
6512002918,"ООО ""РЫБАК""",ГК Гидрострой,,,САФРОНОВА ГАЛИНА АЛЕКСЕЕВНА
6512002964,"ООО ""Туровка""",,,,
6512003196,"ООО ""ОКЕАН""",ГК Гидрострой,,,КУЗНЕЦОВ ЮРИЙ АНАТОЛЬЕВИЧ
6512003492,"АО ""ЭКОР-САХАЛИН""",,,,НИКОЛАЕНКО ПАВЕЛ АЛЕКСАНДРОВИЧ
6513000399,"ООО ""ДАГИ""",,,,ЗУБКОВА ТАМАРА ФЕДОРОВНА
6513000769,"ООО ""ВОСТОК-НОГЛИКИ""",,,,ХУТОРНЫЙ ВЛАДИСЛАВ МАТВЕЕВИЧ
6513000818,"ООО ""ИРИДА""",,,,РОЖЕК ГЕННАДИЙ СТАНИСЛАВОВИЧ
6514002039,"ООО ""Дева""",,,,
6514008760,"ООО ""РЫБНЫЙ ОСТРОВ""",,,,
6515000242,"АО ""СК БСФ""",ГК Гидрострой,,,ЛИТВИНЕНКО АЛЕКСАНДР ЯКОВЛЕВИЧ
6515001310,"ЗАО ""Курильский рассвет""",,,,
6515002391,"ООО ""ГРАНИС""",,,,КУЗЬМИЧ ТАТЬЯНА ЛЕОНТЬЕВНА
6515003317,"ООО ""АЛАИД""",,,,БАРАНОВ МАКСИМ ВЛАДИМИРОВИЧ
6516008244,"ООО ""АИНСКОЕ""",,,,ЗЕМЛЯНУХИН НИКОЛАЙ ВИКТОРОВИЧ
6516008452,"ООО ""НЕВОД""",ГК Гидрострой,,,МЯЧИН ОЛЕГ ВЛАДИМИРОВИЧ
6516008854,"ООО ""Формула""",,,,
6518002640,"ООО ""ДЕЛЬТА""",ГК Норебо,,,ПРОНЯКОВ ВЛАДИМИР ЮРЬЕВИЧ
6518003435,"ООО ""КАЙРА""",ГК Норебо,,,КРЫЛАТОВ АЛЕКСЕЙ ГЕННАДЬЕВИЧ
6518004020,"ООО ""МОРИОН""",ГК Гидрострой,,,БАБУШКИН АНДРЕЙ ЮРЬЕВИЧ
6518004076,"ООО ""КУНАШИР""",,,,ГУСЕЙНОВ ЛАТИФ АЛЕКПЕР ОГЛЫ
6518004100,"ООО ""ЭКСПРЕСС""",,,,АЛИЕВ РУМАН БАЛАУДИНОВИЧ
6518004358,"ООО ""САНДИ""",ГК Гидрострой,,,БАБУШКИН АНДРЕЙ ЮРЬЕВИЧ
6518004380,"ООО ""НАТАЛИ""",ГК Гидрострой,,,ПОНОМАРЕНКО АЛЕКСАНДР СЕРГЕЕВИЧ
6518004823,"ООО ""СОЮЗОКЕАН""",,,,ВИНОГРАДОВ ДМИТРИЙ ВЛАДИМИРОВИЧ
6518004830,"ООО ""ФЛИНТ""",ГК Гидрострой,,,ВЕРЕЩАГИН ИВАН ОЛЕГОВИЧ
6518004894,"ООО ""ГОЛУБАЯ ЗВЕЗДА""",,,,ЕРОШКИН АНДРЕЙ ВИКТОРОВИЧ
6518004975,"ООО ""КОРВЕЛ""",,,,НОВАЧУК СЕРГЕЙ ВЛАДИМИРОВИЧ
6518004990,"ООО ""НПЦ ""АСТАРТА""",,,,ГНУТОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ
6518005231,"ООО ""ПРИЛИВ""",,,,ТИМОШЕНКО ЕГОР БОРИСОВИЧ
6518005270,"ООО ПКФ ""ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ""",ГК Гидрострой,,,КОРОБКОВ КОНСТАНТИН ВИКТОРОВИЧ
6518008708,"АО ""АЛЬБАКОР""",ГК Гидрострой,,,ПОНОМАРЕНКО АЛЕКСАНДР СЕРГЕЕВИЧ
6518009557,"ООО ""ОСТРОВНОЙ-КРАБ""",ГК Норебо,,,ЗАЙЦЕВ МИХАИЛ АЛЕКСЕЕВИЧ
6518009571,"ООО ""ЯНТАРЬ-1""",ГК Гидрострой,,,БАБУШКИН АНДРЕЙ ЮРЬЕВИЧ
7602052555,"Проверка контрагента по ИНН – больше, чем выписка из ЕГРЮЛ",ГК Норебо,,ЯМСы,
7701384421,"ООО ""РМД ЮВА 1""",ГК РРПК,,,КИЩЕНКОВ АНТОН ВАЛЕРЬЕВИЧ
7702252795,"ФГУП ""НАЦРЫБРЕСУРС""",,,,РОМАНОВИЧ АЛЕКСЕЙ ВАСИЛЬЕВИЧ
7702445155,"ООО ""ЕРЦ""",,,,ОХТЯРОВ АЛЕКСАНДР АНДРИЯНОВИЧ
7714566549,"ООО ""ЗИГРАНД""",,,,ОХАНОВ АЛЕКСАНДР АНАТОЛЬЕВИЧ
7728048794,"АО ""РПФ ВАРИАНТ""",,,,СМЕТАНИНА АНАСТАСИЯ ВАЛЕРЬЕВНА
